StartClass,StartSubclass,StartDecimal,StartCutterLetter,StartCutterNumber,EndClass,EndSubclass,EndDecimal,EndCutterLetter,EndCutterNumber,"Description"
PT,9877,,,,,9877,36,,,"2001-"
PT,9950,,,,,9999,,,,"Provincial, local, foreign"
PZ,1,,,,,90,,,,"Fiction and juvenile belles lettres"
PZ,1,,,,,4,,,,"Fiction in English"
PZ,5,,,,,90,,,,"Juvenile belles lettres"
Q,1,,,,,390,,,,"Science (General)"
Q,1,,,,,295,,,,"General"
Q,300,,,,,390,,,,"Cybernetics"
Q,350,,,,,390,,,,"Information theory"
QA,1,,,,,939,,,,"Mathematics"
QA,1,,,,,43,,,,"General"
QA,47,,,,,59,,,,"Tables"
QA,71,,,,,90,,,,"Instruments and machines"
QA,75,,,,,76,95,,,"Calculating machines"
QA,75,5,,,,76,95,,,"Electronic computers. Computer science"
QA,76,75,,,,76,765,,,"Computer software"
QA,101,,,,,145,,,,"Elementary mathematics. Arithmetic"
QA,150,,,,,272,5,,,"Algebra"
QA,273,,,,,280,,,,"Probabilities. Mathematical statistics"
QA,299,6,,,,433,,,,"Analysis"
QA,440,,,,,699,,,,"Geometry. Trigonometry. Topology"
QA,801,,,,,939,,,,"Analytic mechanics"
QB,1,,,,,991,,,,"Astronomy"
QB,1,,,,,139,,,,"General"
QB,140,,,,,237,,,,"Practical and spherical astronomy"
QB,275,,,,,343,,,,"Geodesy"
QB,349,,,,,421,,,,"Theoretical astronomy and celestial mechanics"
QB,455,,,,,456,,,,"Astrogeology"
QB,460,,,,,466,,,,"Astrophysics"
QB,468,,,,,480,,,,"Non-optical methods of astronomy"
QB,495,,,,,903,,,,"Descriptive astronomy"
QB,500,5,,,,785,,,,"Solar system"
QB,799,,,,,903,,,,"Stars"
QB,980,,,,,991,,,,"Cosmogony. Cosmology"
QC,1,,,,,999,,,,"Physics"
QC,1,,,,,75,,,,"General"
QC,81,,,,,114,,,,"Weights and measures"
QC,120,,,,,168,85,,,"Descriptive and experimental mechanics"
QC,170,,,,,197,,,,"Atomic physics. Constitution and properties of matter"
QC,221,,,,,246,,,,"Acoustics. Sound"
QC,251,,,,,338,5,,,"Heat"
QC,310,15,,,,319,,,,"Thermodynamics"
QC,350,,,,,467,,,,"Optics. Light"
QC,450,,,,,467,,,,"Spectroscopy"
QC,474,,,,,496,9,,,"Radiation physics (General)"
QC,501,,,,,766,,,,"Electricity and magnetism"
QC,501,,,,,721,,,,"Electricity"
QC,669,,,,,675,8,,,"Electromagnetic theory"
QC,676,,,,,678,6,,,"Radio waves (Theory)"
QC,701,,,,,715,4,,,"Electric discharge"
QC,717,6,,,,718,8,,,"Plasma physics. Ionized gases"
QC,750,,,,,766,,,,"Magnetism"
QC,770,,,,,798,,,,"Nuclear and particle physics. Atomic energy. Radioactivity"
QC,793,,,,,793,5,,,"Elementary particle physics"
QC,794,95,,,,798,,,,"Radioactivity and radioactive substances"
QC,801,,,,,809,,,,"Geophysics. Cosmic physics"
QC,811,,,,,849,,,,"Geomagnetism"
QC,851,,,,,999,,,,"Meteorology. Climatology Including the earth's atmosphere"
QC,974,5,,,,976,,,,"Meteorological optics"
QC,980,,,,,999,,,,"Climatology and weather"
QC,994,95,,,,999,,,,"Weather forecasting"
QD,1,,,,,999,,,,"Chemistry"
QD,1,,,,,65,,,,"General Including alchemy"
QD,71,,,,,142,,,,"Analytical chemistry"
QD,146,,,,,197,,,,"Inorganic chemistry"
QD,241,,,,,441,,,,"Organic chemistry"
QD,415,,,,,436,,,,"Biochemistry"
QD,450,,,,,801,,,,"Physical and theoretical chemistry"
QD,625,,,,,655,,,,"Radiation chemistry"
QD,701,,,,,731,,,,"Photochemistry"
QD,901,,,,,999,,,,"Crystallography"
QE,1,,,,,996,5,,,"Geology"
QE,1,,,,,350,62,,,"General Including geographical divisions"
QE,351,,,,,399,2,,,"Mineralogy"
QE,420,,,,,499,,,,"Petrology"
QE,500,,,,,639,5,,,"Dynamic and structural geology"
QE,521,,,,,545,,,,"Volcanoes and earthquakes"
QE,601,,,,,613,5,,,"Structural geology"
QE,640,,,,,699,,,,"Stratigraphy"
QE,701,,,,,760,,,,"Paleontology"
QE,760,8,,,,899,2,,,"Paleozoology"
QE,901,,,,,996,5,,,"Paleobotany"
QH,1,,,,,278,5,,,"Natural history (General)"
QH,1,,,,,199,5,,,"General Including nature conservation, geographical distribution"
QH,201,,,,,278,5,,,"Microscopy"
QH,301,,,,,705,5,,,"Biology (General)"
QH,359,,,,,425,,,,"Evolution"
QH,426,,,,,470,,,,"Genetics"
QH,471,,,,,489,,,,"Reproduction"
QH,501,,,,,531,,,,"Life"
QH,540,,,,,549,5,,,"Ecology"
QH,573,,,,,671,,,,"Cytology"
QH,705,,,,,705,5,,,"Economic biology"
QK,1,,,,,989,,,,"Botany"
QK,1,,,,,474,5,,,"General Including geographical distribution"
QK,474,8,,,,495,,,,"Spermatophyta. Phanerogams"
QK,494,,,,,494,5,,,"Gymnosperms"
QK,495,,,,,,,,,"Angiosperms"
QK,504,,,,,638,,,,"Cryptogams"
QK,640,,,,,707,,,,"Plant anatomy"
QK,710,,,,,899,,,,"Plant physiology"
QK,900,,,,,989,,,,"Plant ecology"
QL,1,,,,,991,,,,"Zoology"
QL,1,,,,,355,,,,"General Including geographical distribution"
QL,360,,,,,599,82,,,"Invertebrates"
QL,461,,,,,599,82,,,"Insects"
QL,605,,,,,739,8,,,"Chordates. Vertebrates"
QL,614,,,,,639,8,,,"Fishes"
QL,640,,,,,669,3,,,"Reptiles and amphibians"
QL,671,,,,,699,,,,"Birds"
QL,700,,,,,739,8,,,"Mammals"
QL,750,,,,,795,,,,"Animal behavior"
QL,791,,,,,795,,,,"Stories and anecdotes"
QL,799,,,,,799,5,,,"Morphology"
QL,801,,,,,950,9,,,"Anatomy"
QL,951,,,,,991,,,,"Embryology"
QM,1,,,,,695,,,,"Human anatomy	"
QM,1,,,,,511,,,,"General"
QM,531,,,,,549,,,,"Regional anatomy"
QM,550,,,,,577,8,,,"Human and comparative histology"
QM,601,,,,,695,,,,"Human embryology"
QP,1,,,,,981,,,,"Physiology"
QP,1,,,,,345,,,,"General Including influence of the environment"
QP,351,,,,,495,,,,"Neurophysiology and neuropsychology"
QP,501,,,,,801,,,,"Animal biochemistry"
QP,901,,,,,981,,,,"Experimental pharmacology"
QR,1,,,,,502,,,,"Microbiology"
QR,1,,,,,74,5,,,"General"
QR,75,,,,,99,5,,,"Bacteria"
QR,99,6,,,,99,8,,,"Cyanobacteria"
QR,100,,,,,130,,,,"Microbial ecology"
QR,171,,,,,,,,,"Microorganisms in the animal body"
QR,180,,,,,189,5,,,"Immunology"
QR,355,,,,,502,,,,"Virology"
R,5,,,,,920,,,,"Medicine (General)"
R,5,,,,,130,5,,,"General works"
R,131,,,,,687,,,,"History of medicine. Medical expeditions"
R,690,,,,,697,,,,"Medicine as a profession. Physicians"
R,702,,,,,703,,,,"Medicine and the humanities. Medicine and disease in relation to history, literature, etc."
R,711,,,,,713,97,,,"Directories"
R,722,,,,,722,32,,,"Missionary medicine. Medical missionaries"
R,723,,,,,726,,,,"Medical philosophy. Medical ethics"
R,726,5,,,,726,8,,,"Medicine and disease in relation to psychology. Terminal care. Dying"
R,727,,,,,727,5,,,"Medical personnel and the public. Physician and the public"
R,728,,,,,733,,,,"Practice of medicine. Medical practice economics"
R,735,,,,,854,,,,"Medical education. Medical schools. Research"
R,855,,,,,855,5,,,"Medical technology"
R,856,,,,,857,,,,"Biomedical engineering. Electronics. Instrumentation"
R,858,,,,,859,7,,,"Computer applications to medicine. Medical informatics"
R,864,,,,,,,,,"Medical records"
R,895,,,,,920,,,,"Medical physics. Medical radiology. Nuclear medicine"
RA,1,,,,,1270,,,,"Public aspects of medicine"
RA,1,,,,,418,5,,,"Medicine and the state"
RA,396,,,,,,,,,"Regulation of medical education. Licensure"
RA,398,,,,,,,,,"Registration of physicians, pharmacists, etc."
RA,399,,,,,,,,,"Regulation of medical practice. Evaluation and quality control of medical care. Medical audit"
RA,405,,,,,,,,,"Death certification"
RA,407,,,,,409,5,,,"Health status indicators. Medical statistics and surveys"
RA,410,,,,,410,9,,,"Medical economics. Economics of medical care. Employment"
RA,411,,,,,415,,,,"Provisions for personal medical care. Medical care plans"
RA,418,,,,,418,5,,,"Medicine and society. Social medicine. Medical sociology"
RA,421,,,,,790,95,,,"Public health. Hygiene. Preventive medicine"
RA,428,,,,,428,5,,,"Public health laboratories, institutes, etc."
RA,440,,,,,440,87,,,"Study and teaching. Research"
RA,565,,,,,600,,,,"Environmental health Including sewage disposal, air pollution, nuisances, water supply"
RA,601,,,,,602,,,,"Food and food supply in relation to public health"
RA,604,,,,,618,,,,"Parks, public baths, public carriers, buildings, etc."
RA,619,,,,,637,,,,"Disposal of the dead. Undertaking. Burial. Cremation. Cemeteries"
RA,638,,,,,,,,,"Immunity and immunization in relation to public health"
RA,639,,,,,642,,,,"Transmission of disease"
RA,643,,,,,645,,,,"Disease (Communicable and noninfectious) and public health"
RA,645,3,,,,645,37,,,"Home health care services"
RA,645,5,,,,645,9,,,"Emergency medical services"
RA,646,,,,,648,3,,,"War and public health"
RA,648,5,,,,767,,,,"Epidemics. Epidemiology. Quarantine. Disinfection"
RA,771,,,,,771,7,,,"Rural health and hygiene. Rural health services"
RA,773,,,,,788,,,,"Personal health and hygiene Including clothing, bathing, exercise, travel, nutrition, sleep, sex hygiene"
RA,790,,,,,790,95,,,"Mental health. Mental illness prevention"
RA,791,,,,,954,,,,"Medical geography. Climatology. Meteorology"
RA,960,,,,,1000,5,,,"Medical centers. Hospitals. Dispensaries. Clinics Including ambulance service, nursing homes, hospices"
RA,1001,,,,,1171,,,,"Forensic medicine. Medical jurisprudence. Legal medicine"
RA,1190,,,,,1270,,,,"Toxicology. Poisons"
RB,1,,,,,214,,,,"Pathology"
RB,1,,,,,17,,,,"General works"
RB,24,,,,,33,,,,"Pathological anatomy and histology"
RB,37,,,,,56,5,,,"Clinical pathology. Laboratory technique"
RB,57,,,,,,,,,"Post-mortem examination. Autopsies"
RB,127,,,,,150,,,,"Manifestations of disease"
RB,151,,,,,214,,,,"Theories of disease. Etiology. Pathogenesis"
RC,31,,,,,1245,,,,"Internal medicine"
RC,49,,,,,52,,,,"Psychosomatic medicine"
RC,71,,,,,78,7,,,"Examination. Diagnosis Including radiography"
RC,81,,,,,82,,,,"Popular medicine"
RC,86,,,,,88,9,,,"Medical emergencies. Critical care. Intensive care. First aid"
RC,91,,,,,103,,,,"Disease due to physical and chemical agents"
RC,109,,,,,216,,,,"Infectious and parasitic diseases"
RC,251,,,,,,,,,"Constitutional diseases (General)"
RC,254,,,,,282,,,,"Neoplasms. Tumors. Oncology Including cancer and carcinogens"
RC,306,,,,,320,5,,,"Tuberculosis"
RC,321,,,,,571,,,,"Neurosciences. Biological psychiatry. Neuropsychiatry"
RC,346,,,,,429,,,,"Neurology. Diseases of the nervous system Including speech disorders"
RC,435,,,,,571,,,,"Psychiatry"
RC,475,,,,,489,,,,"Therapeutics. Psychotherapy"
RC,490,,,,,499,,,,"Hypnotism and hypnosis. Suggestion therapy"
RC,500,,,,,510,,,,"Psychoanalysis"
RC,512,,,,,569,5,,,"Psychopathology"
RC,512,,,,,528,,,,"Psychoses"
RC,530,,,,,552,,,,"Neuroses"
RC,554,,,,,569,5,,,"Personality disorders. Behavior problems"
RC,569,7,,,,571,,,,"Mental retardation. Developmental disabilities"
RC,581,,,,,951,,,,"Specialties of internal medicine"
RC,581,,,,,607,,,,"Immunologic diseases. Allergy"
RC,620,,,,,627,,,,"Nutritional diseases. Deficiency diseases"
RC,627,5,,,,632,,,,"Metabolic diseases"
RC,633,,,,,647,5,,,"Diseases of the blood and blood-forming organs"
RC,648,,,,,665,,,,"Diseases of the endocrine glands. Clinical endocrinology"
RC,666,,,,,701,,,,"Diseases of the circulatory (Cardiovascular) system"
RC,705,,,,,779,,,,"Diseases of the respiratory system"
RC,799,,,,,869,,,,"Diseases of the digestive system. Gastroenterology"
RC,870,,,,,923,,,,"Diseases of the genitourinary system. Urology"
RC,924,,,,,924,5,,,"Diseases of the connective tissues"
RC,925,,,,,935,,,,"Diseases of the musculoskeletal system"
RC,952,,,,,1245,,,,"Special situations and conditions"
RC,952,,,,,954,6,,,"Geriatrics"
RC,955,,,,,962,,,,"Arctic medicine. Tropical medicine"
RC,963,,,,,969,,,,"Industrial medicine. Industrial hygiene"
RC,970,,,,,986,,,,"Military medicine. Naval medicine"
RC,1000,,,,,1020,,,,"Submarine medicine"
RC,1030,,,,,1160,,,,"Transportation medicine Including automotive, aviation, and space medicine"
RC,1200,,,,,1245,,,,"Sports medicine"
RD,1,,,,,811,,,,"Surgery"
RD,1,,,,,31,7,,,"General works"
RD,32,,,,,33,9,,,"Operative surgery. Technique of surgical operations"
RD,49,,,,,52,,,,"Surgical therapeutics. Preoperative and postoperative care"
RD,57,,,,,,,,,"Surgical pathology"
RD,58,,,,,,,,,"Reparative processes after operations (Physiological)"
RD,59,,,,,,,,,"Surgical shock. Traumatic shock"
RD,63,,,,,76,,,,"Operating rooms and theaters. Instruments, apparatus, and appliances"
RD,78,3,,,,87,3,,,"Anesthesiology"
RD,91,,,,,91,5,,,"Asepsis and antisepsis. Sterilization (Operative)"
RD,92,,,,,97,8,,,"Emergency surgery. Wounds and injuries"
RD,98,,,,,98,4,,,"Surgical complications"
RD,99,,,,,99,35,,,"Surgical nursing"
RD,101,,,,,104,,,,"Fractures (General)"
RD,118,,,,,120,5,,,"Plastic surgery. Reparative surgery"
RD,120,6,,,,129,8,,,"Transplantation of organs, tissues, etc."
RD,130,,,,,,,,,"Prosthesis. Artificial organs"
RD,137,,,,,145,,,,"Surgery in childhood, adolescence, pregnancy, old age"
RD,151,,,,,498,,,,"Military and naval surgery"
RD,520,,,,,599,5,,,"Surgery by region, system, or organ"
RD,651,,,,,678,,,,"Neoplasms. Tumors. Oncology"
RD,680,,,,,688,,,,"Diseases of the locomotor system (Surgical treatment)"
RD,701,,,,,811,,,,"Orthopedic surgery"
RD,792,,,,,811,,,,"Physical rehabilitation"
RE,1,,,,,994,,,,"Ophthalmology"
RE,75,,,,,79,,,,"Examination. Diagnosis"
RE,80,,,,,87,,,,"Eye surgery"
RE,88,,,,,,,,,"Ophthalmic nursing"
RE,89,,,,,,,,,"Eye banks"
RE,91,,,,,912,,,,"Particular diseases of the eye"
RE,918,,,,,921,,,,"Color vision tests, charts, etc."
RE,925,,,,,939,,,,"Refraction and errors of refraction and accommodation"
RE,939,2,,,,981,,,,"Optometry. Opticians. Eyeglasses"
RE,986,,,,,988,,,,"Artificial eyes and other prostheses"
RE,991,,,,,992,,,,"Ocular therapeutics"
RF,1,,,,,547,,,,"Otorhinolaryngology"
RF,110,,,,,320,,,,"Otology. Diseases of the ear"
RF,341,,,,,437,,,,"Rhinology. Diseases of the nose, accessory sinuses, and nasopharynx"
RF,460,,,,,547,,,,"Laryngology. Diseases of the throat"
RG,1,,,,,991,,,,"Gynecology and obstetrics"
RG,104,,,,,104,7,,,"Operative gynecology"
RG,133,,,,,137,6,,,"Conception. Artificial insemination. Contraception"
RG,138,,,,,,,,,"Sterilization of women"
RG,159,,,,,208,,,,"Functional and systemic disorders. Endocrine gynecology"
RG,211,,,,,483,,,,"Abnormalities and diseases of the female genital organs"
RG,484,,,,,485,,,,"Urogynecology and obstetric urology. Urogynecologic surgery"
RG,491,,,,,499,,,,"Diseases of the breast"
RG,500,,,,,991,,,,"Obstetrics"
RG,551,,,,,591,,,,"Pregnancy"
RG,600,,,,,650,,,,"The embryo and fetus"
RG,648,,,,,,,,,"Spontaneous abortion. Miscarriage"
RG,651,,,,,721,,,,"Labor. Parturition"
RG,725,,,,,791,,,,"Obstetric operations. Operative obstetrics"
RG,801,,,,,871,,,,"Puerperal state"
RG,940,,,,,991,,,,"Maternal care. Prenatal care services"
RJ,1,,,,,570,,,,"Pediatrics"
RJ,47,3,,,,47,4,,,"Genetic aspects"
RJ,50,,,,,51,,,,"Examination. Diagnosis"
RJ,52,,,,,53,,,,"Therapeutics"
RJ,59,,,,,60,,,,"Infant and neonatal morbidity and mortality"
RJ,91,,,,,,,,,"Supposed prenatal influence. Prenatal culture. Stirpiculture"
RJ,101,,,,,103,,,,"Child health. Child health services"
RJ,125,,,,,145,,,,"Physiology of children and adolescents"
RJ,206,,,,,235,,,,"Nutrition and feeding of children and adolescents"
RJ,240,,,,,,,,,"Immunization of children (General)"
RJ,242,,,,,243,,,,"Hospital care"
RJ,245,,,,,247,,,,"Nursing of children. Pediatric nursing"
RJ,250,,,,,250,3,,,"Premature infants"
RJ,251,,,,,325,,,,"Newborn infants Including physiology, care, treatment, diseases"
RJ,370,,,,,550,,,,"Diseases of children and adolescents"
RJ,499,,,,,507,,,,"Mental disorders. Child psychiatry"
RK,1,,,,,715,,,,"Dentistry"
RK,58,,,,,59,3,,,"Practice of dentistry. Dental economics"
RK,60,7,,,,60,8,,,"Preventive dentistry"
RK,280,,,,,,,,,"Oral and dental anatomy and physiology"
RK,301,,,,,493,,,,"Oral and dental medicine. Pathology. Diseases"
RK,501,,,,,519,,,,"Operative dentistry. Restorative dentistry"
RK,520,,,,,528,,,,"Orthodontics"
RK,529,,,,,535,,,,"Oral surgery"
RK,641,,,,,667,,,,"Prosthetic dentistry. Prosthodontics"
RL,1,,,,,803,,,,"Dermatology"
RL,87,,,,,94,,,,"Care and hygiene"
RL,95,,,,,,,,,"Pathological anatomy"
RL,110,,,,,120,,,,"Therapeutics"
RL,130,,,,,169,,,,"Diseases of the glands, hair, nails"
RL,201,,,,,331,,,,"Hyperemias, inflammations, and infections of the skin"
RL,391,,,,,489,,,,"Atrophies. Hypertrophies"
RL,675,,,,,,,,,"Chronic ulcer of the skin. Bedsores"
RL,701,,,,,751,,,,"Diseases due to psychosomatic and nerve disorders. Dermatoneuroses"
RL,760,,,,,785,,,,"Diseases due to parasites"
RL,790,,,,,,,,,"Pigmentations. Albinism"
RL,793,,,,,,,,,"Congenital disorders of the skin. Nevi. Moles"
RM,1,,,,,950,,,,"Therapeutics. Pharmacology"
RM,138,,,,,,,,,"Drug prescribing"
RM,139,,,,,,,,,"Prescription writing"
RM,146,,,,,146,7,,,"Misuse of therapeutic drugs. Medication errors"
RM,147,,,,,180,,,,"Administration of drugs and other therapeutic agents"
RM,182,,,,,190,,,,"Other therapeutic procedures Including acupuncture, pneumatic aspiration, spinal puncture, pericardial puncture"
RM,214,,,,,258,,,,"Diet therapy. Dietary cookbooks"
RM,259,,,,,,,,,"Vitamin therapy"
RM,260,,,,,263,,,,"Chemotherapy"
RM,265,,,,,267,,,,"Antibiotic therapy. Antibiotics"
RM,270,,,,,282,,,,"Immunotherapy. Serotherapy"
RM,283,,,,,298,,,,"Endocrinotherapy. Organotherapy"
RM,300,,,,,666,,,,"Drugs and their actions"
RM,671,,,,,671,5,,,"Nonprescription drugs. Patent medicines"
RM,695,,,,,893,,,,"Physical medicine. Physical therapy Including massage, exercise, occupational therapy, hydrotherapy, phototherapy, radiotherapy, thermotherapy, electrotherapy"
RM,930,,,,,931,,,,"Rehabilitation therapy"
RM,950,,,,,,,,,"Rehabilitation technology"
RS,1,,,,,441,,,,"Pharmacy and materia medica"
RS,125,,,,,131,9,,,"Formularies. Collected prescriptions"
RS,139,,,,,141,9,,,"Pharmacopoeias"
RS,151,2,,,,151,9,,,"Dispensatories"
RS,153,,,,,441,,,,"Materia medica"
RS,160,,,,,167,,,,"Pharmacognosy. Pharmaceutical substances (Plant, animal, and inorganic)"
RS,189,,,,,190,,,,"Assay methods. Standardization. Analysis"
RS,192,,,,,199,,,,"Pharmaceutical technology"
RS,200,,,,,201,,,,"Pharmaceutical dosage forms"
RS,250,,,,,252,,,,"Commercial preparations. Patent medicines"
RS,355,,,,,356,,,,"Pharmaceutical supplies"
RS,400,,,,,431,,,,"Pharmaceutical chemistry"
RS,441,,,,,,,,,"Microscopical examination of drugs"
RT,1,,,,,120,,,,"Nursing"
RT,89,,,,,120,,,,"Specialties in nursing"
RV,1,,,,,431,,,,"Botanic, Thomsonian, and eclectic medicine"
RX,1,,,,,681,,,,"Homeopathy"
RX,211,,,,,581,,,,"Diseases, treatment, etc."
RX,601,,,,,675,,,,"Materia medica and therapeutics"
RZ,201,,,,,999,,,,"Other systems of medicine"
RZ,201,,,,,275,,,,"Chiropractic"
RZ,301,,,,,397,5,,,"Osteopathy"
RZ,399,,,,,,,,,"Osteo-magnetics, neuropathy, etc., A-Z"
RZ,400,,,,,408,,,,"Mental healing"
RZ,409,7,,,,999,,,,"Miscellaneous systems and treatments Including magnetotherapy, mesmerism, naturopathy, organomic medicine, phrenology, radiesthesia"
S,1,,,,,972,,,,"Agriculture (General)"
S,21,,,,,400,5,,,"Documents and other collections"
S,403,,,,,,,,,"Agricultural missions, voyages, etc."
S,419,,,,,482,,,,"History"
S,530,,,,,559,,,,"Agricultural education"
S,539,5,,,,542,3,,,"Research. Experimentation"
S,544,,,,,545,53,,,"Agricultural extension work"
S,548,,,,,548,6,,,"Historic farms"
S,550,,,,,559,,,,"Exhibitions. Fairs"
S,560,,,,,571,5,,,"Farm economics. Farm management. Agricultural mathematics Including production standards, record keeping, farmwork rates, marketing"
S,583,,,,,587,73,,,"Agricultural chemistry. Agricultural chemicals"
S,588,4,,,,589,6,,,"Agricultural physics Including radioisotopes in agriculture"
S,589,7,,,,,,,,"Agricultural ecology (General)"
S,589,75,,,,589,76,,,"Agriculture and the environment"
S,589,8,,,,589,87,,,"Plant growing media. Potting soils"
S,590,,,,,599,9,,,"Soils. Soil science Including soil surveys, soil chemistry, soil structure, soil-plant relationships"
S,600,,,,,600,7,,,"Agricultural meteorology. Crops and climate"
S,602,5,,,,604,37,,,"Methods and systems of culture. Cropping systems Including fallowing, rotation of crops, plowing"
S,604,5,,,,604,64,,,"Agricultural conservation"
S,604,8,,,,621,5,,,"Melioration: Improvement, reclamation, fertilization, irrigation, etc., of lands"
S,605,5,,,,,,,,"Organic farming. Organiculture"
S,606,,,,,621,5,,,"Special classes of lands and reclamation methods Including woodlands, burning of lands, deserts, saline environments, moors"
S,622,,,,,627,,,,"Soil conservation and protection"
S,631,,,,,667,,,,"Fertilizers and improvement of the soil"
S,671,,,,,760,5,,,"Farm machinery and farm engineering"
S,770,,,,,790,3,,,"Agricultural structures. Farm buildings"
S,900,,,,,972,,,,"Conservation of natural resources Including land conservation"
SB,1,,,,,1110,,,,"Plant culture"
SB,39,,,,,,,,,"Horticultural voyages, etc."
SB,71,,,,,87,,,,"History"
SB,107,,,,,109,,,,"Economic botany"
SB,109,7,,,,111,,,,"Methods for special areas Including cold regions, dry farming, tropical agriculture"
SB,112,,,,,,,,,"Irrigation farming"
SB,113,2,,,,118,46,,,"Seeds. Seed technology"
SB,118,48,,,,118,75,,,"Nurseries. Nursery industry"
SB,119,,,,,124,,,,"Propagation Including breeding, selection, grafting, air layering"
SB,125,,,,,,,,,"Training and pruning"
SB,126,,,,,,,,,"Artificial light gardening"
SB,126,5,,,,126,57,,,"Hydroponics. Soilless agriculture"
SB,127,,,,,,,,,"Forcing"
SB,128,,,,,,,,,"Growth regulators"
SB,129,,,,,130,,,,"Harvesting, curing, storage"
SB,169,,,,,172,5,,,"Tree crops"
SB,175,,,,,177,,,,"Food crops"
SB,183,,,,,317,,,,"Field crops Including cereals, forage crops, grasses, legumes, root crops, sugar plants, textile plants, alkaloidal plants, medicinal plants"
SB,317,5,,,,319,864,,,"Horticulture. Horticultural crops"
SB,320,,,,,353,5,,,"Vegetables"
SB,354,,,,,402,,,,"Fruit and fruit culture"
SB,381,,,,,386,,,,"Berries and small fruits"
SB,387,,,,,399,,,,"Grape culture. Viticulture"
SB,401,,,,,,,,,"Nuts"
SB,403,,,,,450,87,,,"Flowers and flower culture. Ornamental plants"
SB,406,7,,,,406,83,,,"Plant propagation"
SB,409,,,,,413,,,,"Culture of individual plants"
SB,414,,,,,,,,,"Forcing"
SB,414,6,,,,417,,,,"Greenhouses and greenhouse culture"
SB,418,,,,,418,4,,,"Container gardening"
SB,419,,,,,419,3,,,"Indoor gardening and houseplants"
SB,419,5,,,,,,,,"Roof gardening. Balcony gardening"
SB,421,,,,,439,8,,,"Classes of plants Including annuals, climbers, ferns, lawns, perennials, shrubs"
SB,441,,,,,441,75,,,"Flower shows. Exhibitions"
SB,442,5,,,,,,,,"Care and preparation of cut flowers and ornamental plants for market"
SB,442,8,,,,443,4,,,"Marketing. Cut flower industry. Florists"
SB,446,,,,,446,6,,,"Horticultural service industry"
SB,447,,,,,,,,,"Preservation and reproduction of flowers, fruits, etc."
SB,447,5,,,,,,,,"Bonkei. Tray landscapes"
SB,449,,,,,450,87,,,"Flower arrangement and decoration"
SB,450,9,,,,467,8,,,"Gardens and gardening"
SB,469,,,,,476,4,,,"Landscape gardening. Landscape architecture"
SB,481,,,,,486,,,,"Parks and public reservations Including theory, management, history"
SB,599,,,,,990,5,,,"Pests and diseases"
SB,608,,,,,,,,,"Individual or types of plants or trees"
SB,610,,,,,615,,,,"Weeds, parasitic plants, etc."
SB,617,,,,,618,,,,"Poisonous plants"
SB,621,,,,,795,,,,"Plant pathology"
SB,818,,,,,945,,,,"Economic entomology"
SB,950,,,,,990,5,,,"Pest control and treatment of diseases. Plant protection"
SB,950,9,,,,970,4,,,"Pesticides"
SB,973,,,,,973,5,,,"Soil disinfection"
SB,974,,,,,978,,,,"Organic plant protection. Biological control"
SB,979,5,,,,985,,,,"Inspection. Quarantine"
SB,992,,,,,998,,,,"Economic zoology applied to crops. Agricultural zoology Including animals injurious and beneficial to plants"
SD,1,,,,,669,5,,,"Forestry"
SD,11,,,,,115,,,,"Documents"
SD,119,,,,,,,,,"Voyages, etc."
